text,label,sarcasm_type,source,has_emoji,has_hashtag,text_length,clean_text,emoji_count
I am grateful for my phone battery dying. 😊,0,none,synthetic,1,0.0,43.0,i am grateful for my phone battery dying 😊,
"Yeah right, I just love my phone battery dying. 😂 #irony",1,verbal_irony,synthetic,1,1.0,56.0,yeah right i just love my phone battery dying 😂 irony,
I truly appreciate the project submission. 👍,0,none,synthetic,1,0.0,44.0,i truly appreciate the project submission 👍,
"Fantastic, my day is complete with working late. 😅",1,understatement,synthetic,1,0.0,50.0,fantastic my day is complete with working late 😅,
my vacation plans went very well.,0,none,synthetic,0,0.0,33.0,my vacation plans went very well,
"Sure, because my workout is exactly what I wanted.  #sarcasm",1,understatement,synthetic,0,1.0,60.0,sure because my workout is exactly what i wanted  sarcasm,
Feeling positive about the client call. 👍,0,none,synthetic,1,0.0,41.0,feeling positive about the client call 👍,
"Oh great, another the client call. 😅",1,verbal_irony,synthetic,1,0.0,36.0,oh great another the client call 😅,
Feeling positive about my workout.,0,none,synthetic,0,0.0,34.0,feeling positive about my workout,
"Fantastic, my day is complete with working late. 😒 #mood",1,understatement,synthetic,1,1.0,56.0,fantastic my day is complete with working late 😒 mood,
I really enjoyed the weather today today. 👍,0,none,synthetic,1,0.0,43.0,i really enjoyed the weather today today 👍,
Perfect timing for the long meeting. 🙃,1,understatement,synthetic,1,0.0,38.0,perfect timing for the long meeting 🙃,
Feeling positive about teamwork in class.,0,none,synthetic,0,0.0,41.0,feeling positive about teamwork in class,
"Amazing, my printer stopped working again. 🙃",1,verbal_irony,synthetic,1,0.0,44.0,amazing my printer stopped working again 🙃,
Feeling positive about the client call.,0,none,synthetic,0,0.0,39.0,feeling positive about the client call,
"Yeah right, I just love the traffic jam.  #life",1,situational,synthetic,0,1.0,47.0,yeah right i just love the traffic jam  life,
Feeling positive about lunch with friends. 👍,0,none,synthetic,1,0.0,44.0,feeling positive about lunch with friends 👍,
Perfect timing for working late. 🙃 #irony,1,situational,synthetic,1,1.0,41.0,perfect timing for working late 🙃 irony,
I truly appreciate family dinner. 😊,0,none,synthetic,1,0.0,35.0,i truly appreciate family dinner 😊,
Love how the long meeting always happens to me. 😅 #life,1,verbal_irony,synthetic,1,1.0,55.0,love how the long meeting always happens to me 😅 life,
the project submission made me feel happy. 😊,0,none,synthetic,1,0.0,44.0,the project submission made me feel happy 😊,
Perfect timing for the delayed bus. 😒 #life,1,exaggeration,synthetic,1,1.0,43.0,perfect timing for the delayed bus 😒 life,
family dinner improved my day. 🎉,0,none,synthetic,1,0.0,32.0,family dinner improved my day 🎉,
"Fantastic, my day is complete with the traffic jam. 😅 #life",1,exaggeration,synthetic,1,1.0,59.0,fantastic my day is complete with the traffic jam 😅 life,
I truly appreciate the delayed bus. 🎉,0,none,synthetic,1,0.0,37.0,i truly appreciate the delayed bus 🎉,
"Oh great, another the traffic jam. 😒 #irony",1,situational,synthetic,1,1.0,43.0,oh great another the traffic jam 😒 irony,
I am grateful for my internet crashing. 😊,0,none,synthetic,1,0.0,41.0,i am grateful for my internet crashing 😊,
"Wow, just what I needed: the client call. 🙃 #irony",1,situational,synthetic,1,1.0,50.0,wow just what i needed the client call 🙃 irony,
the project submission went very well. 😊,0,none,synthetic,1,0.0,40.0,the project submission went very well 😊,
"Sure, because the client call is exactly what I wanted. 😅 #life",1,exaggeration,synthetic,1,1.0,63.0,sure because the client call is exactly what i wanted 😅 life,
I truly appreciate the long meeting.,0,none,synthetic,0,0.0,36.0,i truly appreciate the long meeting,
Love how teamwork in class always happens to me. 😅,1,understatement,synthetic,1,0.0,50.0,love how teamwork in class always happens to me 😅,
I am grateful for lunch with friends.,0,none,synthetic,0,0.0,37.0,i am grateful for lunch with friends,
"Nice, the long meeting ruined everything. 😒 #sarcasm",1,verbal_irony,synthetic,1,1.0,52.0,nice the long meeting ruined everything 😒 sarcasm,
Feeling positive about the client call. 😊,0,none,synthetic,1,0.0,41.0,feeling positive about the client call 😊,
"Fantastic, my day is complete with lunch with friends. 😂 #sarcasm",1,exaggeration,synthetic,1,1.0,65.0,fantastic my day is complete with lunch with friends 😂 sarcasm,
I am grateful for the power cut. 👍,0,none,synthetic,1,0.0,34.0,i am grateful for the power cut 👍,
Perfect timing for the long meeting. 😂 #mood,1,exaggeration,synthetic,1,1.0,44.0,perfect timing for the long meeting 😂 mood,
Today was great because of my internet crashing. 🎉,0,none,synthetic,1,0.0,50.0,today was great because of my internet crashing 🎉,
"Oh great, another working late. 😒",1,verbal_irony,synthetic,1,0.0,33.0,oh great another working late 😒,
my internet crashing made me feel happy. 👍,0,none,synthetic,1,0.0,42.0,my internet crashing made me feel happy 👍,
Perfect timing for the project submission.  #life,1,situational,synthetic,0,1.0,49.0,perfect timing for the project submission  life,
Today was great because of lunch with friends.,0,none,synthetic,0,0.0,46.0,today was great because of lunch with friends,
"Nice, the weather today ruined everything. 😅 #mood",1,verbal_irony,synthetic,1,1.0,50.0,nice the weather today ruined everything 😅 mood,
I truly appreciate the feedback I got. 👍,0,none,synthetic,1,0.0,40.0,i truly appreciate the feedback i got 👍,
"Sure, because my workout is exactly what I wanted. 🙃 #sarcasm",1,situational,synthetic,1,1.0,61.0,sure because my workout is exactly what i wanted 🙃 sarcasm,
my vacation plans improved my day. 🎉,0,none,synthetic,1,0.0,36.0,my vacation plans improved my day 🎉,
So happy that the delayed bus happened today. 😅 #mood,1,understatement,synthetic,1,1.0,53.0,so happy that the delayed bus happened today 😅 mood,
I really enjoyed the slow laptop today. 😊,0,none,synthetic,1,0.0,41.0,i really enjoyed the slow laptop today 😊,
"Sure, because extra homework is exactly what I wanted. 🙃 #irony",1,verbal_irony,synthetic,1,1.0,63.0,sure because extra homework is exactly what i wanted 🙃 irony,
I really enjoyed the power cut today. 👍,0,none,synthetic,1,0.0,39.0,i really enjoyed the power cut today 👍,
"Yeah right, I just love the weather today.  #sarcasm",1,verbal_irony,synthetic,0,1.0,52.0,yeah right i just love the weather today  sarcasm,
the delayed bus made me feel happy. 👍,0,none,synthetic,1,0.0,37.0,the delayed bus made me feel happy 👍,
Love how extra homework always happens to me. 😒 #life,1,exaggeration,synthetic,1,1.0,53.0,love how extra homework always happens to me 😒 life,
the long meeting improved my day. 👍,0,none,synthetic,1,0.0,35.0,the long meeting improved my day 👍,
"Oh great, another the presentation today. 😅 #irony",1,situational,synthetic,1,1.0,50.0,oh great another the presentation today 😅 irony,
I truly appreciate my vacation plans. 😊,0,none,synthetic,1,0.0,39.0,i truly appreciate my vacation plans 😊,
Perfect timing for the power cut. 😒 #irony,1,verbal_irony,synthetic,1,1.0,42.0,perfect timing for the power cut 😒 irony,
Feeling positive about teamwork in class.,0,none,synthetic,0,0.0,41.0,feeling positive about teamwork in class,
"Wow, just what I needed: the presentation today. 😅 #sarcasm",1,exaggeration,synthetic,1,1.0,59.0,wow just what i needed the presentation today 😅 sarcasm,
my internet crashing improved my day.,0,none,synthetic,0,0.0,37.0,my internet crashing improved my day,
"Amazing, my laptop stopped working again. 😅 #mood",1,verbal_irony,synthetic,1,1.0,49.0,amazing my laptop stopped working again 😅 mood,
I really enjoyed the power cut today.,0,none,synthetic,0,0.0,37.0,i really enjoyed the power cut today,
"Sure, because the client call is exactly what I wanted.  #sarcasm",1,situational,synthetic,0,1.0,65.0,sure because the client call is exactly what i wanted  sarcasm,
I am grateful for extra homework. 👍,0,none,synthetic,1,0.0,35.0,i am grateful for extra homework 👍,
"Nice, the project submission ruined everything. 😂 #irony",1,understatement,synthetic,1,1.0,56.0,nice the project submission ruined everything 😂 irony,
the client call made me feel happy. 🎉,0,none,synthetic,1,0.0,37.0,the client call made me feel happy 🎉,
So happy that my workout happened today. 😂 #irony,1,exaggeration,synthetic,1,1.0,49.0,so happy that my workout happened today 😂 irony,
I am grateful for the project submission.,0,none,synthetic,0,0.0,41.0,i am grateful for the project submission,
"Sure, because extra homework is exactly what I wanted. 😒 #sarcasm",1,situational,synthetic,1,1.0,65.0,sure because extra homework is exactly what i wanted 😒 sarcasm,
Today was great because of the power cut. 😊,0,none,synthetic,1,0.0,43.0,today was great because of the power cut 😊,
"Yeah right, I just love my vacation plans.  #mood",1,exaggeration,synthetic,0,1.0,49.0,yeah right i just love my vacation plans  mood,
Feeling positive about my phone battery dying. 👍,0,none,synthetic,1,0.0,48.0,feeling positive about my phone battery dying 👍,
"Nice, my internet crashing ruined everything.  #irony",1,exaggeration,synthetic,0,1.0,53.0,nice my internet crashing ruined everything  irony,
I really enjoyed the presentation today today. 🎉,0,none,synthetic,1,0.0,48.0,i really enjoyed the presentation today today 🎉,
Love how the feedback I got always happens to me.  #life,1,understatement,synthetic,0,1.0,56.0,love how the feedback i got always happens to me  life,
family dinner was very helpful. 👍,0,none,synthetic,1,0.0,33.0,family dinner was very helpful 👍,
Perfect timing for working late. 🙃 #sarcasm,1,situational,synthetic,1,1.0,43.0,perfect timing for working late 🙃 sarcasm,
I truly appreciate teamwork in class. 👍,0,none,synthetic,1,0.0,39.0,i truly appreciate teamwork in class 👍,
"Nice, the client call ruined everything. 😂 #sarcasm",1,exaggeration,synthetic,1,1.0,51.0,nice the client call ruined everything 😂 sarcasm,
the long meeting improved my day. 😊,0,none,synthetic,1,0.0,35.0,the long meeting improved my day 😊,
"Wow, just what I needed: the presentation today. 😒 #mood",1,exaggeration,synthetic,1,1.0,56.0,wow just what i needed the presentation today 😒 mood,
my phone battery dying went very well. 👍,0,none,synthetic,1,0.0,40.0,my phone battery dying went very well 👍,
"Oh great, another the traffic jam. 😒 #sarcasm",1,situational,synthetic,1,1.0,45.0,oh great another the traffic jam 😒 sarcasm,
Feeling positive about my phone battery dying. 👍,0,none,synthetic,1,0.0,48.0,feeling positive about my phone battery dying 👍,
"Yeah right, I just love family dinner.",1,verbal_irony,synthetic,0,0.0,38.0,yeah right i just love family dinner,
Feeling positive about my vacation plans. 👍,0,none,synthetic,1,0.0,43.0,feeling positive about my vacation plans 👍,
"Oh great, another teamwork in class.  #sarcasm",1,verbal_irony,synthetic,0,1.0,46.0,oh great another teamwork in class  sarcasm,
I truly appreciate teamwork in class. 👍,0,none,synthetic,1,0.0,39.0,i truly appreciate teamwork in class 👍,
Love how the power cut always happens to me. 😒 #life,1,situational,synthetic,1,1.0,52.0,love how the power cut always happens to me 😒 life,
Feeling positive about my vacation plans. 😊,0,none,synthetic,1,0.0,43.0,feeling positive about my vacation plans 😊,
"Oh great, another the exam schedule. 😂 #sarcasm",1,exaggeration,synthetic,1,1.0,47.0,oh great another the exam schedule 😂 sarcasm,
I am grateful for extra homework.,0,none,synthetic,0,0.0,33.0,i am grateful for extra homework,
"Fantastic, my day is complete with my workout. 😂 #life",1,understatement,synthetic,1,1.0,54.0,fantastic my day is complete with my workout 😂 life,
my phone battery dying improved my day. 😊,0,none,synthetic,1,0.0,41.0,my phone battery dying improved my day 😊,
"Wow, just what I needed: the slow laptop. 😒",1,verbal_irony,synthetic,1,0.0,43.0,wow just what i needed the slow laptop 😒,
my workout made me feel happy. 😊,0,none,synthetic,1,0.0,32.0,my workout made me feel happy 😊,
"Wow, just what I needed: extra homework. 😒 #irony",1,exaggeration,synthetic,1,1.0,49.0,wow just what i needed extra homework 😒 irony,
I really enjoyed the weather today today. 🎉,0,none,synthetic,1,0.0,43.0,i really enjoyed the weather today today 🎉,
So happy that lunch with friends happened today.  #mood,1,verbal_irony,synthetic,0,1.0,55.0,so happy that lunch with friends happened today  mood,
Feeling positive about extra homework. 🎉,0,none,synthetic,1,0.0,40.0,feeling positive about extra homework 🎉,
Perfect timing for the project submission. 🙃,1,exaggeration,synthetic,1,0.0,44.0,perfect timing for the project submission 🙃,
